日期,天序号,时段序号,时段起,时段止,电价_元每kWh,负载_kW,光伏_kW,计划购电量_kWh,充电量_kWh,放电量_kWh,紧急购电量_kWh,时段末储电量_kWh,终端余值单价_元每kWh
2025-07-10,191,82,13:30,13:40,0.9315,6970.9854,7706.5260,0.0000,122.5901,0.0000,0.0000,10717.7284,0.3172
2025-07-10,191,83,13:40,13:50,1.0652,6957.8118,7359.8590,0.0000,67.0079,0.0000,0.0000,10778.0355,0.3172
2025-07-10,191,84,13:50,14:00,1.2179,6918.2700,7064.7000,0.0000,24.4050,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,85,14:00,14:10,1.2712,7320.8093,6885.2484,0.0000,0.0000,72.5935,0.0000,10719.3406,0.3172
2025-07-10,191,86,14:10,14:20,1.2592,7461.3401,6772.3798,0.0000,0.0000,114.8267,0.0000,10591.7553,0.3172
2025-07-10,191,87,14:20,14:30,1.2749,7185.7700,6630.1875,0.0000,0.0000,92.5971,0.0000,10488.8697,0.3172
2025-07-10,191,88,14:30,14:40,1.3406,7065.2435,6374.1290,0.0000,0.0000,115.1857,0.0000,10360.8855,0.3172
2025-07-10,191,89,14:40,14:50,1.1411,7166.7503,6042.7778,0.0000,0.0000,187.3287,0.0000,10152.7425,0.3172
2025-07-10,191,90,14:50,15:00,0.8167,7343.5300,5705.1000,273.0717,0.0000,0.0000,0.0000,10152.7425,0.3172
2025-07-10,191,91,15:00,15:10,0.8354,7403.0432,5422.4777,330.0942,0.0000,0.0000,0.0000,10152.7425,0.3172
2025-07-10,191,92,15:10,15:20,0.8362,7294.9680,5223.4030,345.2608,0.0000,0.0000,0.0000,10152.7425,0.3172
2025-07-10,191,93,15:20,15:30,0.7469,7275.3900,5015.4750,1095.8275,719.1750,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,94,15:30,15:40,0.8637,7631.9288,4661.3463,495.0971,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,95,15:40,15:50,0.9597,7732.9620,4291.5774,573.5641,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,96,15:50,16:00,0.9314,7500.9900,4036.4250,577.4275,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,97,16:00,16:10,0.9055,7463.6948,3930.3285,588.8944,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,98,16:10,16:20,0.8947,7437.6880,3895.1903,590.4163,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,99,16:20,16:30,0.9249,7412.8000,3749.4375,610.5604,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,100,16:30,16:40,1.0274,7579.4026,3328.5566,708.4743,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,101,16:40,16:50,1.0827,7523.2797,2836.3920,781.1480,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,102,16:50,17:00,1.0811,7398.0600,2472.9000,820.8600,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,103,17:00,17:10,1.1250,7749.7697,2283.6473,911.0204,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,104,17:10,17:20,1.1712,7846.4899,2091.8394,959.1084,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,105,17:20,17:30,1.1767,7635.2600,1846.8375,964.7371,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,106,17:30,17:40,1.1528,7653.7766,1639.9363,1002.3067,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,107,17:40,17:50,1.1732,6857.0044,1411.4425,907.5936,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,108,17:50,18:00,1.2454,5617.5900,1153.1250,744.0775,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,109,18:00,18:10,1.3082,5523.3927,927.5437,765.9748,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,110,18:10,18:20,1.3497,5761.4541,716.4858,840.8280,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,111,18:20,18:30,1.3483,5718.2700,499.6875,869.7638,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,112,18:30,18:40,1.3122,5632.2683,283.3616,891.4844,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,113,18:40,18:50,1.4465,5846.3286,102.9976,957.2218,0.0000,0.0000,0.0000,10800.0000,0.3172
2025-07-10,191,114,18:50,19:00,1.6704,6164.2200,0.0000,194.0367,0.0000,833.3333,0.0000,9874.0741,0.3172
2025-07-10,191,115,19:00,19:10,1.6887,6073.6170,0.0000,178.9362,0.0000,833.3333,0.0000,8948.1481,0.3172
2025-07-10,191,116,19:10,19:20,1.6809,5996.0877,3.4373,165.4417,0.0000,833.3333,0.0000,8022.2222,0.3172
2025-07-10,191,117,19:20,19:30,1.7094,5987.8600,0.0000,164.6433,0.0000,833.3333,0.0000,7096.2963,0.3172
2025-07-10,191,118,19:30,19:40,1.6610,5722.2398,0.0000,120.3733,0.0000,833.3333,0.0000,6170.3704,0.3172
2025-07-10,191,119,19:40,19:50,1.6672,5724.4093,0.2468,120.6938,0.0000,833.3333,0.0000,5244.4444,0.3172
2025-07-10,191,120,19:50,20:00,1.7147,5916.9800,0.0000,152.8300,0.0000,833.3333,0.0000,4318.5185,0.3172
2025-07-10,191,121,20:00,20:10,1.6607,5734.7577,0.0000,649.1263,0.0000,306.6667,0.0000,3977.7778,0.3172
2025-07-10,191,122,20:10,20:20,1.6686,5897.4415,0.0177,149.5706,0.0000,833.3333,0.0000,3051.8519,0.3172
2025-07-10,191,123,20:20,20:30,1.7648,6257.5400,0.0000,209.5900,0.0000,833.3333,0.0000,2125.9259,0.3172
2025-07-10,191,124,20:30,20:40,1.7579,5943.8430,0.0000,157.3072,0.0000,833.3333,0.0000,1200.0000,0.3172
2025-07-10,191,125,20:40,20:50,1.4638,5917.6653,0.0013,986.2773,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,126,20:50,21:00,1.0975,6192.1200,0.0000,1032.0200,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,127,21:00,21:10,1.0834,5827.2433,0.0000,971.2072,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,128,21:10,21:20,1.1202,5698.6449,0.0000,949.7742,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,129,21:20,21:30,1.0935,6011.9500,0.0000,1001.9917,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,130,21:30,21:40,1.1395,6002.3547,0.0000,1000.3924,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,131,21:40,21:50,0.9270,5592.0871,0.0000,932.0145,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,132,21:50,22:00,0.5685,5134.2700,0.0000,855.7117,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,133,22:00,22:10,0.5508,5014.4914,0.0000,835.7486,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,134,22:10,22:20,0.6133,4794.6986,0.0000,799.1164,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,135,22:20,22:30,0.5761,4577.9700,0.0000,762.9950,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,136,22:30,22:40,0.5326,4886.7759,0.0000,814.4626,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,137,22:40,22:50,0.5655,4965.5465,0.0000,827.5911,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,138,22:50,23:00,0.6158,4718.2100,0.0000,786.3683,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,139,23:00,23:10,0.5529,4761.1391,0.0000,793.5232,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,140,23:10,23:20,0.4995,4645.3107,0.0000,774.2184,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,141,23:20,23:30,0.5084,4413.7600,0.0000,735.6267,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,142,23:30,23:40,0.5097,4533.5042,0.0000,755.5840,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,143,23:40,23:50,0.4803,4150.9333,0.0000,691.8222,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-10,191,144,23:50,24:00,0.4400,3449.5100,0.0000,574.9183,0.0000,0.0000,0.0000,1200.0000,0.3172
2025-07-11,192,1,0:00,0:10,0.4271,3525.5937,0.0000,587.5989,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,2,0:10,0:20,0.4368,3662.5161,0.0000,610.4193,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,3,0:20,0:30,0.4456,3542.3400,0.0000,590.3900,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,4,0:30,0:40,0.4325,3579.1766,0.0000,596.5294,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,5,0:40,0:50,0.4183,3654.6707,0.0000,609.1118,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,6,0:50,1:00,0.4338,3684.3800,0.0000,614.0633,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,7,1:00,1:10,0.4830,3717.1843,0.0000,619.5307,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,8,1:10,1:20,0.4708,3638.9688,0.0000,606.4948,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,9,1:20,1:30,0.4075,3519.3200,0.0000,586.5533,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,10,1:30,1:40,0.3980,3555.0372,0.0000,592.5062,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,11,1:40,1:50,0.4110,3558.9585,0.0000,593.1598,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,12,1:50,2:00,0.4246,3535.4800,0.0000,589.2467,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,13,2:00,2:10,0.4529,3661.7280,0.0000,610.2880,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,14,2:10,2:20,0.4710,3661.8849,0.0000,610.3141,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,15,2:20,2:30,0.4500,3514.0600,0.0000,585.6767,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,16,2:30,2:40,0.3893,3472.3612,0.0000,1231.1661,652.4393,0.0000,0.0000,1787.1954,0.2840
2025-07-11,192,17,2:40,2:50,0.3733,3421.6789,0.0000,1403.6131,833.3333,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,18,2:50,3:00,0.4081,3336.8000,0.0000,556.1333,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,19,3:00,3:10,0.4209,3362.1883,0.0011,560.3645,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,20,3:10,3:20,0.4235,3562.7721,0.0000,593.7954,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,21,3:20,3:30,0.4391,3682.1800,0.0000,613.6967,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,22,3:30,3:40,0.4670,3379.2556,0.0148,563.2068,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,23,3:40,3:50,0.4555,3150.0282,0.0000,525.0047,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,24,3:50,4:00,0.4213,3221.9700,0.0000,536.9950,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,25,4:00,4:10,0.4312,3361.7183,0.2054,560.2522,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,26,4:10,4:20,0.4339,3420.7033,0.0000,570.1172,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,27,4:20,4:30,0.4128,3357.8000,0.0000,559.6333,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,28,4:30,4:40,0.4077,3229.3796,2.8615,537.7530,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,29,4:40,4:50,0.4194,3157.0037,0.0000,526.1673,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,30,4:50,5:00,0.4339,3255.8400,0.0000,542.6400,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,31,5:00,5:10,0.4363,3493.9596,86.8229,567.8561,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,32,5:10,5:20,0.4251,3370.5052,244.1793,521.0543,0.0000,0.0000,0.0000,2537.1954,0.2840
2025-07-11,192,33,5:20,5:30,0.3840,3001.3600,435.9375,1260.9038,833.3333,0.0000,0.0000,3287.1954,0.2840
2025-07-11,192,34,5:30,5:40,0.3334,3013.6568,629.6435,1230.6689,833.3333,0.0000,0.0000,4037.1954,0.2840
2025-07-11,192,35,5:40,5:50,0.4941,3154.2631,841.1352,0.0000,0.0000,385.5213,0.0000,3608.8383,0.2840
2025-07-11,192,36,5:50,6:00,0.7440,3161.8600,1070.8875,0.0000,0.0000,348.4954,0.0000,3221.6212,0.2840
2025-07-11,192,37,6:00,6:10,0.7237,3053.4942,1291.5402,0.0000,0.0000,293.6590,0.0000,2895.3334,0.2840
2025-07-11,192,38,6:10,6:20,0.6881,3066.2469,1476.6733,0.0000,0.0000,264.9289,0.0000,2600.9679,0.2840
2025-07-11,192,39,6:20,6:30,0.7214,3179.1400,1649.4000,0.0000,0.0000,254.9567,0.0000,2317.6828,0.2840
2025-07-11,192,40,6:30,6:40,0.6612,3185.9396,1865.5295,0.0000,0.0000,220.0684,0.0000,2073.1624,0.2840
2025-07-11,192,41,6:40,6:50,0.6585,3363.0248,2116.0251,0.0000,0.0000,207.8333,0.0000,1842.2365,0.2840
2025-07-11,192,42,6:50,7:00,0.7193,3679.3000,2383.2000,0.0000,0.0000,216.0167,0.0000,1602.2180,0.2840
2025-07-11,192,43,7:00,7:10,0.6873,3767.8910,2656.9241,0.0000,0.0000,185.1611,0.0000,1396.4834,0.2840
2025-07-11,192,44,7:10,7:20,0.6595,3648.6561,2926.2561,0.0000,0.0000,120.4000,0.0000,1262.7056,0.2840
2025-07-11,192,45,7:20,7:30,0.6411,3526.5300,3210.9000,0.0000,0.0000,52.6050,0.0000,1204.2556,0.2840
2025-07-11,192,46,7:30,7:40,0.5571,3569.0887,3546.1085,0.0000,0.0000,3.8300,0.0000,1200.0000,0.2840
2025-07-11,192,47,7:40,7:50,0.6275,3479.0628,3904.5739,0.0000,70.9185,0.0000,0.0000,1263.8267,0.2840
2025-07-11,192,48,7:50,8:00,0.8095,3278.7600,4220.1750,0.0000,0.0000,0.0000,0.0000,1263.8267,0.2840
2025-07-11,192,49,8:00,8:10,0.8242,3324.4008,4468.1081,0.0000,190.6179,0.0000,0.0000,1435.3828,0.2840
2025-07-11,192,50,8:10,8:20,0.7950,3554.9568,4858.8386,0.0000,0.0000,0.0000,0.0000,1435.3828,0.2840
2025-07-11,192,51,8:20,8:30,0.8065,3662.2100,5176.4625,0.0000,0.0000,0.0000,0.0000,1435.3828,0.2840
2025-07-11,192,52,8:30,8:40,0.8182,3449.6660,4977.2475,0.0000,0.0000,0.0000,0.0000,1435.3828,0.2840
2025-07-11,192,53,8:40,8:50,0.8602,3671.6553,4825.6989,0.0000,0.0000,0.0000,0.0000,1435.3828,0.2840
2025-07-11,192,54,8:50,9:00,0.8814,4221.0600,5038.6125,0.0000,136.2587,0.0000,0.0000,1558.0156,0.2840
2025-07-11,192,55,9:00,9:10,0.7959,4219.1347,5413.3832,0.0000,199.0414,0.0000,0.0000,1737.1529,0.2840
2025-07-11,192,56,9:10,9:20,0.7693,4082.9103,5702.9828,0.0000,270.0121,0.0000,0.0000,1980.1638,0.2840
2025-07-11,192,57,9:20,9:30,0.8048,4101.3000,5945.3250,0.0000,307.3375,0.0000,0.0000,2256.7675,0.2840
2025-07-11,192,58,9:30,9:40,0.7653,4160.2655,6324.4156,0.0000,0.0000,0.0000,0.0000,2256.7675,0.2840
2025-07-11,192,59,9:40,9:50,0.8440,4373.1338,6470.5620,0.0000,349.5714,0.0000,0.0000,2571.3818,0.2840
2025-07-11,192,60,9:50,10:00,1.0054,4518.0300,6416.6250,0.0000,316.4325,0.0000,0.0000,2856.1710,0.2840
2025-07-11,192,61,10:00,10:10,0.9997,4231.8315,6542.0194,0.0000,385.0313,0.0000,0.0000,3202.6992,0.2840
2025-07-11,192,62,10:10,10:20,0.9673,4138.6109,6462.6626,0.0000,0.0000,0.0000,0.0000,3202.6992,0.2840
2025-07-11,192,63,10:20,10:30,1.0163,4285.7300,6211.1250,0.0000,320.8992,0.0000,0.0000,3491.5084,0.2840
2025-07-11,192,64,10:30,10:40,1.0601,4123.1636,6298.5222,0.0000,0.0000,0.0000,0.0000,3491.5084,0.2840
2025-07-11,192,65,10:40,10:50,0.7907,4004.5772,6690.5984,0.0000,0.0000,0.0000,0.0000,3491.5084,0.2840
2025-07-11,192,66,10:50,11:00,0.3663,4103.3200,7084.2750,0.0000,496.8258,0.0000,0.0000,3938.6517,0.2840
2025-07-11,192,67,11:00,11:10,0.2855,4211.3858,7184.5743,0.0000,495.5314,0.0000,0.0000,4384.6300,0.2840
2025-07-11,192,68,11:10,11:20,0.3387,4259.5970,7220.3526,0.0000,493.4593,0.0000,0.0000,4828.7433,0.2840
2025-07-11,192,69,11:20,11:30,0.3515,4284.1300,7290.6375,0.0000,0.0000,0.0000,0.0000,4828.7433,0.2840
2025-07-11,192,70,11:30,11:40,0.3616,4346.7755,7265.2395,0.0000,486.4107,0.0000,0.0000,5266.5129,0.2840
2025-07-11,192,71,11:40,11:50,0.3789,4354.4186,7152.7105,0.0000,466.3820,0.0000,0.0000,5686.2567,0.2840
2025-07-11,192,72,11:50,12:00,0.3860,4332.9500,7156.9500,0.0000,0.0000,0.0000,0.0000,5686.2567,0.2840
2025-07-11,192,73,12:00,12:10,0.3664,4404.5512,7466.5058,0.0000,510.3258,0.0000,0.0000,6145.5499,0.2840
2025-07-11,192,74,12:10,12:20,0.3754,4446.3929,7599.6379,0.0000,525.5408,0.0000,0.0000,6618.5366,0.2840
2025-07-11,192,75,12:20,12:30,0.3779,4355.8700,7411.2750,0.0000,0.0000,0.0000,0.0000,6618.5366,0.2840
2025-07-11,192,76,12:30,12:40,0.3184,4185.8178,7201.3795,0.0000,502.5936,0.0000,0.0000,7070.8709,0.2840
2025-07-11,192,77,12:40,12:50,0.4725,4254.9839,7026.8989,0.0000,0.0000,0.0000,0.0000,7070.8709,0.2840
2025-07-11,192,78,12:50,13:00,0.7454,4424.9800,6895.5375,0.0000,411.7596,0.0000,0.0000,7441.4545,0.2840
2025-07-11,192,79,13:00,13:10,0.7468,4265.7370,6834.6036,0.0000,428.1444,0.0000,0.0000,7826.7845,0.2840
2025-07-11,192,80,13:10,13:20,0.7087,4244.9977,6880.4213,0.0000,0.0000,0.0000,0.0000,7826.7845,0.2840
2025-07-11,192,81,13:20,13:30,0.7204,4463.2200,7046.0250,0.0000,0.0000,0.0000,0.0000,7826.7845,0.2840
2025-07-11,192,82,13:30,13:40,0.6580,4528.8182,7286.7015,0.0000,459.6472,0.0000,0.0000,8240.4670,0.2840
2025-07-11,192,83,13:40,13:50,0.7431,4472.0420,7432.2806,0.0000,493.3731,0.0000,0.0000,8684.5028,0.2840
2025-07-11,192,84,13:50,14:00,0.9598,4437.0600,7374.9375,0.0000,489.6462,0.0000,0.0000,9125.1844,0.2840
2025-07-11,192,85,14:00,14:10,1.0379,4515.7825,7134.1649,0.0000,436.3971,0.0000,0.0000,9517.9418,0.2840
2025-07-11,192,86,14:10,14:20,1.0004,4585.7467,6858.8524,0.0000,378.8510,0.0000,0.0000,9858.9076,0.2840
2025-07-11,192,87,14:20,14:30,0.9781,4521.7700,6589.3875,0.0000,0.0000,0.0000,0.0000,9858.9076,0.2840
2025-07-11,192,88,14:30,14:40,1.0303,4343.4025,6292.8919,0.0000,324.9149,0.0000,0.0000,10151.3310,0.2840
2025-07-11,192,89,14:40,14:50,0.8309,4420.8095,6186.1537,0.0000,38.9033,0.0000,0.0000,10186.3440,0.2840
2025-07-11,192,90,14:50,15:00,0.4834,4648.4300,6173.0250,0.0000,254.0992,0.0000,0.0000,10415.0333,0.2840
2025-07-11,192,91,15:00,15:10,0.4545,4597.0825,5923.5174,0.0000,221.0725,0.0000,0.0000,10613.9985,0.2840
2025-07-11,192,92,15:10,15:20,0.5667,4754.2403,5666.3390,0.0000,0.0000,0.0000,0.0000,10613.9985,0.2840
2025-07-11,192,93,15:20,15:30,0.6041,4929.4200,5466.8625,0.0000,89.5738,0.0000,0.0000,10694.6149,0.2840
2025-07-11,192,94,15:30,15:40,0.5280,4446.0460,5148.6133,0.0000,117.0945,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,95,15:40,15:50,0.4882,4281.4557,4792.8340,0.0000,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,96,15:50,16:00,0.5410,4586.6100,4469.0250,19.5975,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,97,16:00,16:10,0.6094,4564.7433,4174.5991,65.0240,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,98,16:10,16:20,0.6421,4604.9338,3931.4291,112.2508,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,99,16:20,16:30,0.6644,4887.4100,3646.0125,206.8996,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,100,16:30,16:40,0.7275,5043.0197,3202.9097,306.6850,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,101,16:40,16:50,0.7227,4616.5862,2873.6372,290.4915,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,102,16:50,17:00,0.6561,3940.5800,2692.1250,208.0758,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,103,17:00,17:10,0.6522,3846.9720,2425.3899,236.9304,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,104,17:10,17:20,0.6894,3968.9661,2114.2061,309.1267,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,105,17:20,17:30,0.7362,4018.7000,1842.5625,362.6896,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,106,17:30,17:40,0.8070,4087.3547,1633.7961,408.9264,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,107,17:40,17:50,0.9776,4225.3470,1389.8854,472.5769,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,108,17:50,18:00,1.1636,4306.6200,1110.1125,532.7512,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,109,18:00,18:10,1.1876,4152.4073,886.9211,544.2477,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,110,18:10,18:20,1.1928,4011.8830,678.5039,555.5632,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,111,18:20,18:30,1.2310,4030.9400,462.7875,594.6921,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,112,18:30,18:40,1.2344,4136.3895,267.6014,644.7980,0.0000,0.0000,0.0000,10800.0000,0.2840
2025-07-11,192,113,18:40,18:50,1.3427,4231.3165,102.7868,0.0000,0.0000,688.0883,0.0000,10035.4575,0.2840
2025-07-11,192,114,18:50,19:00,1.5143,4315.6400,0.0000,0.0000,0.0000,719.2733,0.0000,9236.2649,0.2840
2025-07-11,192,115,19:00,19:10,1.5451,4422.4883,0.0000,0.0000,0.0000,737.0814,0.0000,8417.2856,0.2840
2025-07-11,192,116,19:10,19:20,1.5180,4333.4490,3.5346,0.0000,0.0000,721.6524,0.0000,7615.4496,0.2840
2025-07-11,192,117,19:20,19:30,1.5106,4161.1300,0.0000,0.0000,0.0000,693.5217,0.0000,6844.8699,0.2840
2025-07-11,192,118,19:30,19:40,1.5189,4268.8356,0.0000,0.0000,0.0000,711.4726,0.0000,6054.3448,0.2840
2025-07-11,192,119,19:40,19:50,1.5279,4445.8042,0.2538,0.0000,0.0000,740.9251,0.0000,5231.0947,0.2840
2025-07-11,192,120,19:50,20:00,1.5263,4405.8900,0.0000,0.0000,0.0000,734.3150,0.0000,4415.1892,0.2840
2025-07-11,192,121,20:00,20:10,1.5089,4069.1882,0.0000,0.0000,0.0000,678.1980,0.0000,3661.6358,0.2840
2025-07-11,192,122,20:10,20:20,1.4746,3873.0414,0.0182,0.0000,0.0000,645.5039,0.0000,2944.4093,0.2840
2025-07-11,192,123,20:20,20:30,1.4742,3977.8700,0.0000,0.0000,0.0000,662.9783,0.0000,2207.7667,0.2840
2025-07-11,192,124,20:30,20:40,1.5258,4184.9978,0.0000,0.0000,0.0000,697.4996,0.0000,1432.7671,0.2840
2025-07-11,192,125,20:40,20:50,1.3350,4471.5878,0.0013,535.7740,0.0000,209.4904,0.0000,1200.0000,0.2840
2025-07-11,192,126,20:50,21:00,0.9955,4646.4600,0.0000,774.4100,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,127,21:00,21:10,0.9228,4470.6768,0.0000,745.1128,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,128,21:10,21:20,0.9604,4359.8131,0.0000,726.6355,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,129,21:20,21:30,0.9702,4406.6200,0.0000,734.4367,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,130,21:30,21:40,0.9415,4288.3524,0.0000,714.7254,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,131,21:40,21:50,0.7218,3983.4536,0.0000,663.9089,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,132,21:50,22:00,0.4528,3729.3900,0.0000,621.5650,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,133,22:00,22:10,0.4584,3785.9525,0.0000,630.9921,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,134,22:10,22:20,0.4814,3807.0569,0.0000,634.5095,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,135,22:20,22:30,0.4368,3708.2700,0.0000,618.0450,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,136,22:30,22:40,0.4888,3741.7532,0.0000,623.6255,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,137,22:40,22:50,0.5196,3845.3148,0.0000,640.8858,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,138,22:50,23:00,0.4864,3864.2700,0.0000,644.0450,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,139,23:00,23:10,0.4722,3719.2817,0.0000,619.8803,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,140,23:10,23:20,0.4685,3657.1036,0.0000,609.5173,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,141,23:20,23:30,0.4590,3717.8000,0.0000,619.6333,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,142,23:30,23:40,0.4530,3738.4273,0.0000,623.0712,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,143,23:40,23:50,0.4881,3879.6966,0.0000,646.6161,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-11,192,144,23:50,24:00,0.5268,3986.5500,0.0000,664.4250,0.0000,0.0000,0.0000,1200.0000,0.2840
2025-07-12,193,1,0:00,0:10,0.4913,3729.7402,0.0000,621.6234,0.0000,0.0000,0.0000,1200.0000,0.3769
